0.1669242105,0.0670465844,-0.1259243326
-0.2064236108,-0.1191787273,-0.0842720862
-0.0266694714,-0.0153976265,-0.1621704107
-0,0.2085978198,0.0659688177
-0.0340905898,-0.1771399006,-0.1252568249
-0.1549714025,-0.1097214052,0.0758359005
0.2064236108,-0.1191787273,-0.0842720862
0.1310001792,0.0578948867,0.0821589523
-0.1704529488,0.0590466335,-0.1252568249
-0,0.2383574545,-0.0842720862
-0.1396206561,0.0635867886,0.0630185165
0.0203076062,-0.1507921617,0.0657488983
0.1562088818,-0.09018724,0.1275440179
0.1116101346,0.0729196153,0.09669482829999999
0.0456517699,-0.0225296995,-0.1565376127
-0.0124185804,0.0412327816,-0.1590987173
-0.1846072068,0.009437135500000001,-0.1163848961
0.1239727044,0.080111105,0.07439063780000001
-0,0.1574576894,0.1530916749
0.1121061855,0.1085622071,0.053735551
-0,0.2131660411,0.0476923821
0.1140803178,0.1427335176,-0.1203235612
-0.0280865258,-0.031655401,-0.1592953892
0.076415548,-0.1672079704,-0.1182338897
-0.1806510111,-0.1042989099,0.0659688177
-0.1189553066,0.1112305598,0.0245230475
-0.0412120533,-0.1565617521,0.0301158128
0.1830141241,0.0174261794,-0.1182338897
0.1830141241,-0.1056632538,0.0558408561
0.1140803178,-0.0658643022,0.1746783046
0.0379645365,0.000206394,-0.1606228827
-0.029239891,0.0168816589,-0.1621208116
-0.136362359,0.118093267,-0.1252568249
-0.1558061438,0.0474030375,0.0245230475
-0.180223937,0.0289557276,-0.1206015669
0.1235217621,0.07131532259999999,0.0830908465
0.1120988184,0.0880075889,0.0832336454
0,0.1230894332,0.1806269234
-0,0.1803744799,0.1275440179
0.1116101346,0.1154712968,0.0365176632
0.1204360396,0.09298298369999999,0.0657488983
0.1562088818,0.09018724,-0.1275440179
0.1004764025,0.1551559631,-0.1163848961
-0.0841308043,-0.1645930986,-0.1163848961
-0.0456517699,-0.0225296995,-0.1565376127
-0,-0.0289611298,-0.1631167295
-0.0506508397,-0.173045639,-0.1232806067
0.0841308043,-0.1645930986,-0.1163848961
0,-0.1803744799,-0.1275440179
